,loss,DSC,SEN,PPV,val_loss,val_DSC,val_SEN,val_PPV
0,0.8909315619919751,0.201712989323848,0.3756119421607739,0.19540705035969214,0.8667619493272569,0.23979170703225666,0.4162541561656528,0.27723752872811425
1,0.7396169465941351,0.3483928653436738,0.46940542354777054,0.34872799709036545,0.6592800683445401,0.4241062220599916,0.5355288369788064,0.4739510963360469
2,0.6840405939398585,0.3925856351852417,0.49621307769337214,0.3994755984560863,0.5334476944473054,0.5887497398588393,0.6706125222974353,0.6376505212651359
3,0.6260980283086365,0.4564267980891305,0.539843723983378,0.47147955000400543,0.5410869916280111,0.577902184592353,0.6521380742390951,0.6463710218667984
4,0.5792469148700302,0.5157490767337181,0.5633857383115871,0.54679110364334,0.48242416150040096,0.5691804356045194,0.6404079182280434,0.6277322073777517
5,0.5102707896683667,0.5471271437567633,0.5925812101041948,0.5764776089706937,0.5284096184704039,0.5105959855847888,0.5965728991561465,0.5587900247838762
6,0.5246515890231004,0.5262649685547158,0.5771975106484181,0.5619209334254265,0.37134767240948147,0.6797801885339949,0.749710480372111,0.7403983672459921
7,0.4733338202979114,0.5661772328454096,0.6149534083701469,0.6006183092658585,0.4302559759881761,0.6200938324133555,0.6886634793546464,0.6852192613813612
8,0.4617442734338142,0.5480937269088384,0.6302002656298715,0.5743232433860367,0.39231865604718524,0.6194243662887149,0.7171626521481408,0.6450607147481706
9,0.43031501931113164,0.5782144496569762,0.6502822504655735,0.6074740483954146,0.3795170270734363,0.6298772129747603,0.72435219751464,0.6682685414950053
10,0.4328884728051521,0.5746757742520925,0.6508580945633553,0.6023758923685228,0.3513323300414615,0.6682791776127286,0.7674075663089752,0.6954047448105283
11,0.44272192225262924,0.5641034881810885,0.6392575280891882,0.5899089542595116,0.2770653830634223,0.7456525133715736,0.8255375888612535,0.7674661676088969
12,0.4138961845153087,0.5934478213658204,0.6694096334882684,0.6238717380407695,0.28608312126662994,0.7551333142651452,0.8271266851160262,0.7864551709757911
13,0.4032736515273919,0.6053652956679061,0.6790309524213946,0.634339559319857,0.31918567584620583,0.7085971037546793,0.8037224180168576,0.7495672835244073
14,0.35914107029502457,0.652296912025761,0.6853793694360836,0.6950610755263148,0.22065888345241547,0.7893633312649198,0.854523221651713,0.8256193829907311
15,0.34465587340496684,0.6614610158108376,0.6944592820631491,0.7036467875177795,0.2637485729323493,0.7473781009515127,0.8214095698462592,0.792555613650216
16,0.32979116870744807,0.6762049633103449,0.7106096136408884,0.7179685778714515,0.2543916139337752,0.755171087053087,0.8266455796029832,0.7935161656803555
17,0.3294546622279528,0.6760642572834685,0.7106918036132246,0.7163698693384996,0.1910817205078072,0.817002965344323,0.8831166525681814,0.8477831482887268
18,0.29788513421206864,0.708194403229533,0.7417593050647426,0.7482862975951787,0.24450504697031444,0.7731486592027876,0.8330296046204038,0.8161174919870164
19,0.2925886650745933,0.7129947865331495,0.7461991761181805,0.7541633320821298,0.1760721690952778,0.8295800222290887,0.8892484539084964,0.8627152939637502
20,0.2965276843389949,0.7085177153348923,0.7461305743939167,0.748999489320291,0.17782487927211654,0.8243003255791135,0.8873328665892283,0.8611879282527499
21,0.27200638492767876,0.7326974292864671,0.7681002697429141,0.7725610990782041,0.20612404122948647,0.801012310716841,0.875859710905287,0.829990029335022
22,0.27648148947470896,0.7282722572217116,0.7628665276475854,0.765146199110392,0.1575925192899174,0.845149364736345,0.8995285001065996,0.8748623861206902
23,0.27050949512301264,0.7338764607100874,0.7679155827374071,0.7700158494549829,0.22176078913940322,0.7837353547414144,0.8453320662180582,0.8202355106671652
24,0.2786627112812287,0.7259730382545574,0.7653576836392686,0.7632255151465133,0.19444757286045286,0.8122099041938782,0.8800442417462667,0.8430545363161299
25,0.26970142790594615,0.7346362842095865,0.7749248106737394,0.767635633011122,0.15595839586522844,0.8471079766750336,0.9053813020388285,0.8784033060073853
26,0.2674441187567002,0.7367463357545234,0.7741861512532106,0.7709885167109,0.23707698533932367,0.7661667962869009,0.8417855964766608,0.8008287515905168
27,0.26294920301517927,0.7412162310368305,0.78414187721304,0.772712678522677,0.16512116003367636,0.8397733271121979,0.9019813570711348,0.8721585770448049
28,0.2556123511009925,0.748408672374648,0.7915735901207537,0.7738444031895818,0.19493805658486155,0.8064371314313676,0.8716370099120669,0.8523471819029914
29,0.2556989495013211,0.7484766526802166,0.7915231456627717,0.775416387899502,0.19249375288685164,0.8102071715725793,0.866733729839325,0.8505843414200677
30,0.2550058700144291,0.7486564231079977,0.7929375803953892,0.7740076796428578,0.16469023128350577,0.8368681503666772,0.8978476822376251,0.8669749167230394
31,0.23823220705663836,0.7658983855634123,0.8122433303175746,0.7920501288529989,0.14809365880986056,0.8530876371595595,0.9183239936828613,0.880834142367045
32,0.2681222690923794,0.7353354555529517,0.7774603483644692,0.7635576503502356,0.1699947603046894,0.8316950764920976,0.8947729070981344,0.8623263173633151
33,0.2234220476569356,0.7800661003267443,0.8194721558609525,0.8077723319466049,0.1455259546637535,0.8565735088454353,0.9168628520435758,0.8833882709344228
34,0.22073407632273598,0.7826054237178854,0.8246785394243292,0.8075492736455556,0.14472262685497603,0.859390914440155,0.9218396842479706,0.8864902191691928
35,0.20055875433860598,0.8028930034991857,0.8492385986688975,0.827243498853735,0.13003158714208338,0.8731361594465044,0.9325533409913381,0.8992103404468961
36,0.20476255505471616,0.798616046035612,0.8365517161987923,0.8279792730872696,0.1382131295071708,0.8649031023184458,0.9238108528984917,0.8930070168442197
37,0.191636643397647,0.8114044255501515,0.850887133463009,0.8357889072315113,0.12340473300880855,0.8783384462197622,0.9365101324187385,0.9053908156024085
38,0.20186276039158976,0.8012459253942644,0.8461836222055796,0.8281844338855228,0.12814035928911632,0.8755663335323334,0.9302774767080942,0.9053867790434096
39,0.19371621401326075,0.8094191454552315,0.8518789829434575,0.8333188746426556,0.11977840980721845,0.8816604647371504,0.9405642516083188,0.9064714312553406
